EO:EUM:DAT:0181,copernicus, sentinel3a_orbital_tracks
EO:EUM:DAT:0203,eps,m03_orbital_tracks
EO:EUM:DAT:0999,copernicus,sentinel3a_slstr_level2_frp
EO:EUM:DAT:0202,eps,m03_ascat_wind
EO:EUM:DAT:0156,msg_fes,ir108
EO:EUM:DAT:0913,mtg_fd,rgb_geocolour
